dice,iou,precision,recall,specificity,f1,hausdorff,mcc,balanced_acc
0.9522866777011326,0.9094747730663845,0.9701856417315347,0.9357919182096209,0.9993132863725934,0.9524895293372018,3.4619736582169067,0.9516367443970272,0.9675526022911072
